"MINSAN";"DESCRIZIONE";"PP*1000";"CATEGORIA";"GIAC";"IVA";"P.P."
"932330285    ";"KA OLIO SECCO CAP NO GAS 100ML";13500;"Prodotti solari               ";1;22;0,00
"932330196    ";"KA SPRAY NO GAS 50+ SPF150ML  ";18500;"Prodotti solari               ";11;22;0,00
"932330261    ";"KA SPRAY NO GAS SPF30 150ML   ";17500;"Prodotti solari               ";7;22;0,00
"931448690    ";"KALEIDO CR SCHERMO INVISIB 50+";17900;"Prodotti solari               ";2;22;0,00
"931448702    ";"KALEIDO CR SOLARE PROT SPF20  ";17500;"Prodotti solari               ";2;22;0,00
"900283856    ";"KALEIDO DOPOS LATTE CRP 150ML ";14500;"Prodotti solari               ";2;22;0,00
"904399829    ";"KALEIDO GELODERM SPR 125ML    ";14500;"Prodotti viso, trattamento    ";5;22;0,00
"931448714    ";"KALEIDO LATTE SOL PROT SPF15  ";18000;"Prodotti solari               ";4;22;0,00
"930406222    ";"KALEIDO RAPIDABRONZ ACQUA ABBR";11500;"Prodotti solari               ";5;22;0,00
"930406160    ";"KALEIDO RAPIDABRONZ SPR SPF6  ";17500;"Prodotti solari               ";5;22;0,00
"901308559    ";"KALEIDO STICK TOTALBLOCK 8ML  ";10900;"Prodotti solari               ";10;22;0,00
"931642033    ";"KALEIDON 60 12BUST            ";14500;"Integratori alimentari";1;10;0,00
"931642173    ";"KALEIDON 60 20CPS             ";19900;"Integratori alimentari";2;10;0,00
"931642122    ";"KALEIDON GOCCE 5ML            ";15900;"Integratori alimentari";1;10;0,00
"881304531    ";"KALIUM CHLORICUM 6CH GTT 20ML ";17400;"Prodotti omeopatici           ";1;10;0,00
"909038491    ";"KALOIDON GEL CICATRICI 30ML   ";16000;"Parafarmaci";1;22;0,00
"923539086    ";"KALORY EMERGENCY DIUR 24OVALET";10000;"Integratori alimentari";1;10;0,00
"931070104    ";"KAVANS 2 30CPR                ";20000;"Integratori alimentari";1;10;0,00
"923045557    ";"KELUAL DS CREMA 40ML DUCRAY   ";13500;"Prodotti viso, trattamento    ";1;22;0,00
"926063254    ";"KERACNYL GEL DETERGENTE 200ML ";12900;"Prodotti viso/deterg./struc.  ";1;22;0,00
"922955341    ";"KERACNYL PP TRATT LENIT A/IMPE";14900;"Prodotti viso, trattamento    ";2;22;0,00
"902095037    ";"KERAMINE H FASC BI 10F 10ML   ";12850;"Prodotti capelli e cuoio cap. ";1;22;0,00
"909044695    ";"KERATOFIX PHARCOS GEL CAPELLI ";9000;"Prodotti capelli e cuoio cap. ";1;22;0,00
"908566639    ";"KERATOL CR 100ML              ";19400;"Prodotti per il corpo         ";1;22;0,00
"939189736    ";"KERATOSE 100 20CPS            ";17500;"Integratori alimentari";1;10;0,00
"907240788    ";"KERATOSE FORTE 20CPS          ";21500;"Integratori alimentari";1;10;0,00
"910633611    ";"KERIUM DS INTENSIVO 125ML     ";13610;"Prodotti capelli e cuoio cap. ";1;22;0,00
"930653718    ";"KERTYOL PSO CREMA 100ML DUCRAY";15500;"Prodotti capelli e cuoio cap. ";1;22;0,00
"930653720    ";"KERTYOL PSO SH 125ML DUCRAY   ";14500;"Prodotti capelli e cuoio cap. ";2;22;0,00
"901478545    ";"KEVIS SHAMPOO ANTIFORFORA     ";11090;"Prodotti capelli e cuoio cap. ";1;22;0,00
"901329211    ";"KEVIS SHAMPOO NORMALIZZANTE NF";11090;"Prodotti capelli e cuoio cap. ";1;22;0,00
"906618994    ";"KILOCAL 20CPR                 ";13000;"Integratori alimentari";2;10;0,00
"932043223    ";"KILOCAL ARMONIA DONNA 20CPR   ";26500;"Integratori alimentari";1;10;0,00
"904011261    ";"KLORANE SHAMPOO SECCO AVENA   ";12900;"Prodotti capelli e cuoio cap. ";1;22;0,00
"923504450    ";"KO-LIP FAME 60CPS             ";19500;"Integratori alimentari";1;10;0,00
"924884721    ";"KOKOMO PEPPA DENT BUBBLE 75ML ";3000;"Prodotti igiene del bambino   ";1;22;0,00
"924884745    ";"KOKOMO PEPPA GEORGE SPUGNA BAG";9900;"Parafarmaci";7;22;0,00
"924884962    ";"KOKOMO PEPPA PIG BAGNOSCH 3D  ";13800;"Prodotti igiene del bambino   ";1;22;0,00
"924884986    ";"KOKOMO PEPPA PIG BAGNOSCH PERS";13800;"Prodotti igiene del bambino   ";3;22;0,00
"924884784    ";"KOKOMO PEPPA PIG BAGNOSCH400ML";4400;"Prodotti igiene del bambino   ";6;22;0,00
"924884760    ";"KOKOMO PEPPA PIG BUSTINE SAPON";2600;"Prodotti igiene del bambino   ";10;22;0,00
"924884947    ";"KOKOMO PEPPA SALVADANAIO C/SAP";13800;"Parafarmaci";2;22;0,00
"924884935    ";"KOKOMO PEPPA SET 2GUANTI SPEGN";9800;"Parafarmaci";3;22;0,00
"924884758    ";"KOKOMO PEPPA SPAZZOLINO ELETTR";14800;"Prodotti igiene dentale       ";5;22;0,00
"901115319    ";"KOURILES EMULS FLUIDA 30ML    ";11900;"Prodotti per il corpo         ";1;22;0,00
"901959015    ";"KOURILES SH ANTIFORF 100ML    ";10300;"Prodotti capelli e cuoio cap. ";1;22;0,00
"933018234    ";"KRILLING D 40CPS              ";24900;"Integratori alimentari";2;10;0,00
"932556905    ";"KRONEK 60 60CPR               ";28000;"Integratori alimentari";1;10;0,00
"922199649    ";"KUKIDENT ANTIBATT COMPLETE 47G";7700;"Materiale per protesi         ";1;22;0,00
"913744684    ";"KUKIDENT CLEANSER FRESCH 54CPR";6900;"Materiale per protesi         ";2;22;0,00
"922405701    ";"KUKIDENT DOPPIA AZIONE 60G    ";8500;"Materiale per protesi         ";2;22;0,00
"922199690    ";"KUKIDENT FRESCO COMPL CR 47G  ";7500;"Materiale per protesi         ";1;22;0,00
"922199714    ";"KUKIDENT NEUTRO COMPLETE 70G  ";9000;"Materiale per protesi         ";2;22;0,00
"922199815    ";"KUKIDENT PLUS COMPL CR 70G    ";9300;"Materiale per protesi         ";1;22;0,00
"922199702    ";"KUKIDENT PLUS COMPL CREMA 47G ";7500;"Materiale per protesi         ";1;22;0,00
"922199652    ";"KUKIDENT SENSAZ NATU COMPL 47G";7500;"Materiale per protesi         ";1;22;0,00
"922199841    ";"KUKIDENT SIGILLO 40G NP       ";7500;"Materiale per protesi         ";3;22;0,00
"901718092    ";"KUKIS CLEANSER 28CPR NF       ";4900;"Materiale per protesi         ";1;22;0,00
"934019353    ";"KUTE FLUID REPAIR CORPO 200ML ";14950;"Prodotti per il corpo         ";5;22;0,00
"932465089    ";"KUTECREAM REPAIR 100ML        ";11950;"Prodotti per il corpo         ";8;22;0,00
"932465077    ";"KUTEOIL REPAIR 60ML           ";11950;"Prodotti per il corpo         ";4;22;0,00
"900505417    ";"KUTIDERM DET 200ML            ";11500;"Prodotti igiene del corpo     ";2;22;0,00
"924927623    ";"LA FESTA PER LUCY TRUDI BOOKS ";11900;"Parafarmaci";2;22;0,00
"925604581    ";"LAB HERVEN CC CREAM MED CHIARA";12200;"Prodotti viso, trucco         ";6;22;0,00
"925604593    ";"LAB HERVEN CC CREAM MED SCURA ";12200;"Prodotti viso, trucco         ";6;22;0,00
"925604480    ";"LAB HERVEN OCCHI ANTIRUG BOTOL";5900;"Prodotti viso, trattamento    ";6;22;0,00
"925604516    ";"LAB HERVEN OCCHI GEL ANTIBORSE";5900;"Prodotti viso, trattamento    ";5;22;0,00
"925604492    ";"LAB HERVEN OCCHI LIFTING HYAL ";5900;"Prodotti viso, trattamento    ";5;22;0,00
"925604504    ";"LAB HERVEN OCCHI RINFRESCANTE ";5900;"Prodotti viso, trattamento    ";6;22;0,00
"925604528    ";"LAB HERVEN OCCHI SIERO CONC   ";5900;"Prodotti viso, trattamento    ";6;22;0,00
"925604530    ";"LAB HERVEN VISO ANTIRUG BOTOL ";6900;"Prodotti viso, trattamento    ";5;22;0,00
"925604567    ";"LAB HERVEN VISO CR SUPERNUTR  ";6900;"Prodotti viso, trattamento    ";6;22;0,00
"925604555    ";"LAB HERVEN VISO GEL SUPERIDRAT";6900;"Prodotti viso, trattamento    ";6;22;0,00
"925604542    ";"LAB HERVEN VISO LIFTING HYAL  ";6900;"Prodotti viso, trattamento    ";6;22;0,00
"925604579    ";"LAB HERVEN VISO SIERO CONC    ";6900;"Prodotti viso, trattamento    ";6;22;0,00
"900502485    ";"LACCIO EMOST TUBOL 30CM       ";1500;"Prodotti sanitari             ";5;22;0,00
"924287497    ";"LACRISEK OFTA 15FL MONODOSE   ";15000;"Prodotti sanitari             ";2;22;0,00
"906658238    ";"LACRISTILL GTT OCUL 30X0,5ML  ";13800;"Parafarmaci";1;22;0,00
"924180692    ";"LACTACYD INT LENITIVO 400ML   ";6990;"Prodotti igiene del corpo     ";2;22;0,00
"909332381    ";"LACTASE 3500 30TAV MASTICABILI";23600;"Integratori alimentari";1;10;0,00
"939577755    ";"LACTODISCINIL 14BUST          ";9000;"Integratori alimentari";1;10;0,00
"930494137    ";"LACTOFLORENE 12BUST MONODOSE  ";12000;"Integratori alimentari";2;10;0,00
"930494099    ";"LACTOFLORENE 12FLACONI 10ML   ";14000;"Integratori alimentari";1;10;0,00
"930494125    ";"LACTOFLORENE 30CPS            ";14000;"Integratori alimentari";2;10;0,00
"933079574    ";"LACTOGERMINE BABY GOCCE 7,5G  ";12700;"Integratori alimentari";1;10;0,00
"922378930    ";"LADY PRESTERIL ANAT POCKET 10P";4700;"Prodotti igiene del corpo     ";6;22;0,00
"923139543    ";"LADY PRESTERIL AS INTERNO NORM";4900;"Prodotti igiene del corpo     ";2;22;0,00
"904305517    ";"LADY PRESTERIL POCKET GG C/ALI";4700;"Prodotti igiene del corpo     ";2;22;0,00
"904305531    ";"LADY PRESTERIL POCKET NTT C/AL";4900;"Prodotti igiene del corpo     ";3;22;0,00
"904305556    ";"LADY PRESTERIL POCKET PROTSLIP";4900;"Prodotti igiene del corpo     ";6;22;0,00
"939933952    ";"LADY PRESTERIL POSTPARTO 30PZ ";18500;"Prodotti igiene del corpo     ";3;22;0,00
"932650005    ";"LAINO ACQUA FRESCA NATURA     ";21500;"Prodotti per il corpo         ";6;22;0,00
"934321845    ";"LAINO GEL DOC ESFOL THE/MENTA ";6400;"Prodotti igiene del corpo     ";5;22;0,00
"934321833    ";"LAINO GEL DOC PES/PASSION FRU ";5500;"Prodotti igiene del corpo     ";5;22;0,00
"934321858    ";"LAINO GEL DOC VANIGLIA AMBRATA";5500;"Prodotti igiene del corpo     ";5;22;0,00
"934491921    ";"LAINO L'ACQUA DIVINA NATURA   ";21500;"Prodotti per il corpo         ";6;22;0,00
"932649965    ";"LAINO LATTE CREMA BURRO KARITE";14900;"Prodotti per il corpo         ";6;22;0,00
"932649989    ";"LAINO LTT IDRAT ESTR POLP MELA";14900;"Prodotti per il corpo         ";6;22;0,00
"932650169    ";"LAINO SHAMPOO DOCCIA FRESC AGR";5500;"Prodotti igiene del corpo     ";2;22;0,00
"932650245    ";"LAINO SHAMPOO DOCCIA MONOI TAH";5500;"Prodotti igiene del corpo     ";7;22;0,00
"932649938    ";"LAINO TRATTAM NUTR INT OLIVA  ";14900;"Prodotti per il corpo         ";1;22;0,00
"906847280    ";"LAMANDE CR IDRAT LATTE MANDORL";15500;"Prodotti per il corpo         ";1;22;0,00
"900270529    ";"LAMETTE RIC 2SCATX10PZ        ";5500;"Parafarmaci";4;22;0,00
"908604147    ";"LARIS CR ANTISUDORIFERA 75ML  ";11500;"Prodotti per il corpo         ";2;22;0,00
"902812181    ";"LARIS LATTE SPRAY 100ML       ";11500;"Prodotti per il corpo         ";2;22;0,00
"934131463    ";"LARIS ULTRA DEODORANTE 50ML   ";14000;"Prodotti igiene del corpo     ";1;22;0,00
"931482804    ";"LATTE DET NORMALIZZANTE 200 ML";11900;"Prodotti viso/deterg./struc.  ";6;22;0,00
"931482754    ";"LATTE DETERGENTE STRUCCANTE   ";11900;"Prodotti viso/deterg./struc.  ";2;22;0,00
"907213577    ";"LATTE RISO CA VITARIZ 1LT     ";2840;"Prodotti dietetici            ";2;22;0,00
"906776354    ";"LATTECRESCITA POLVERE 800G    ";15000;"Alimenti per la prima infanzia";2;10;0,00
"901373579    ";"LAVANDA OLIO ESS 10ML         ";8900;"Erboristeria salut. preconf.  ";1;22;0,00
"900404916    ";"LAVONASE 5SAC 500+5DIS IRR NAS";21000;"Prodotti sanitari             ";2;22;0,00
"934835885    ";"LCB BAGNO SCHIUMA BAMBOO TE'VE";11500;"Prodotti igiene del corpo     ";3;22;0,00
"934835873    ";"LCB BAGNO SCHIUMA PESCA VITE  ";11500;"Prodotti igiene del corpo     ";3;22;0,00
"934835911    ";"LCB BAGNO SCHIUMA VAN SPEZIATA";11500;"Prodotti igiene del corpo     ";3;22;0,00
"934321757    ";"LCB GALLETTA MARS ALOE VERA   ";2900;"Prodotti igiene del corpo     ";2;22;0,00
"934321771    ";"LCB GALLETTA MARS BAMB/THE VE ";2900;"Prodotti igiene del corpo     ";1;22;0,00
"934321744    ";"LCB GALLETTA MARS BURRO KARITE";2900;"Prodotti igiene del corpo     ";1;22;0,00
"934321732    ";"LCB GALLETTA MARS COTONE 100G ";2900;"Prodotti igiene del corpo     ";1;22;0,00
"934321769    ";"LCB GALLETTA MARS VANIGLIA    ";2900;"Prodotti igiene del corpo     ";2;22;0,00
"934321579    ";"LCB SAP LIQ MARS FIO ARA 500ML";8500;"Prodotti igiene del corpo     ";1;22;0,00
"934321530    ";"LCB SAP MARS LIMONE/MENTA500ML";8500;"Prodotti igiene del corpo     ";2;22;0,00
"934321718    ";"LCB SAP MARS MANDAR/SALV 500ML";8500;"Prodotti igiene del corpo     ";2;22;0,00
"934321555    ";"LCB SAP MARS PAPAVERO 500ML   ";8500;"Prodotti igiene del corpo     ";2;22;0,00
"934321593    ";"LCB SAP MARS ROSA 500ML       ";8500;"Prodotti igiene del corpo     ";2;22;0,00
"908314394    ";"LE DIECI ERBE 100TAV 40G      ";8900;"Erboristeria salut. preconf.  ";1;10;0,00
"903024356    ";"LE DODICI ERBE 100TAV         ";12800;"Erboristeria salut. preconf.  ";1;10;0,00
"908168964    ";"LECCA LECCA CALMIL AR/LIM 3PZ ";1600;"Parafarmaci";198;10;0,00
"909243317    ";"LECITINA SOIA OS 400G         ";14900;"Integratori alimentari";2;10;0,00
"800164446    ";"LEDUM COMP 10F 2,2ML HEEL     ";38600;"Prodotti omeopatici           ";1;10;0,00
"931955330    ";"LEGART UP 60CPR               ";37000;"Prodotti zootecnici           ";1;22;0,00
"921418568    ";"LEGGING CONTR BOD YOUNG NE LXL";25200;"Parafarmaci";2;22;0,00
"921418556    ";"LEGGING CONTR BODY YOUNG NE ML";25200;"Parafarmaci";2;22;0,00
"921418543    ";"LEGGING CONTR BODY YOUNG NE SM";25200;"Parafarmaci";2;22;0,00
"923327302    ";"LEGGINGS LISCO YOUNG NERO L/XL";27750;"Parafarmaci";1;22;0,00
"923327288    ";"LEGGINGS LISCO YOUNG NERO S/M ";27750;"Parafarmaci";1;22;0,00
"922554908    ";"LENIART UC-II 30CPR           ";29900;"Integratori alimentari";2;10;0,00
"931471914    ";"LENIL SOLLIEVO CREMA LENITIVA ";10900;"Prodotti solari               ";7;22;0,00
"908604097    ";"LENILINE CR VISO 50ML         ";20840;"Prodotti viso, trattamento    ";1;22;0,00
"906494291    ";"LENINERV 20CPR                ";24900;"Integratori alimentari";1;10;0,00
"934395169    ";"LENIVAGIX 10OV VAGINALI       ";23000;"Prodotti sanitari             ";1;22;0,00
"908954783    ";"LENZUOLO CARTA 2VELI 50MT     ";8200;"Ausili sanitari               ";2;22;0,00
"908956271    ";"LENZUOLO GOMMA 90X120CM 14120 ";18500;"Ausili sanitari               ";1;22;0,00
"905378547    ";"LETI BALM AD VASETTO 10ML     ";6700;"Prodotti per il corpo         ";2;22;0,00
"905378598    ";"LETI BALM PED VASETTO 10ML    ";6700;"Prodotti viso, trattamento    ";2;22;0,00
"933802439    ";"LEVICIKA 30ML                 ";32500;"Prodotti viso, trattamento    ";2;22;0,00
"923789010    ";"LIBENAR ASPIRATORE NASALE     ";6500;"Prodotti sanitari             ";1;22;0,00
"923527838    ";"LIBENAR FILTRI ASPIR NAS 12PZ ";5900;"Ausili sanitari               ";2;22;0,00
"931445148    ";"LIBRAMED FITOMAGRA 138CPR     ";38700;"Ausili sanitari               ";1;10;0,00
"930342403    ";"LICEKO SPR VIT-E ANTIPED 100ML";20970;"Prodotti sanitari             ";1;22;0,00
"900208238    ";"LICHTENA CR P SENS/IRR 25ML   ";16150;"Prodotti viso, trattamento    ";1;22;0,00
"900208240    ";"LICHTENA CR P SENS/IRR 50ML   ";25200;"Prodotti viso, trattamento    ";3;22;0,00
"932202676    ";"LICHTENA DEO P SENS SOFT 100ML";10100;"Prodotti per il corpo         ";1;22;0,00
"931012619    ";"LIDEN 30CPR 900MG             ";28000;"Integratori alimentari";2;10;0,00
"909099107    ";"LIEVITO BIRRA 250TAV          ";8200;"Integratori alimentari";1;10;0,00
"909768208    ";"LIEVITOSOHN 12BUST            ";4800;"Integratori alimentari";1;10;0,00
"909768297    ";"LIEVITOSOHN 24BUST            ";7800;"Integratori alimentari";2;10;0,00
"900870395    ";"LIEVITOSOHN 40CPR             ";7800;"Integratori alimentari";1;10;0,00
"932875685    ";"LIEVITOSOHN SOLE 30CPR        ";15000;"Integratori alimentari";11;10;0,00
"938985266    ";"LIGADOLSHEDIR 18 BUSTINE      ";17800;"Integratori alimentari";1;10;0,00
"920652043    ";"LIMA PEDICURE DOUBLE FACE PROF";6500;"Parafarmaci";3;22;0,00
"909803936    ";"LIMONE SCZ OLIO ESS 10ML      ";9000;"Erboristeria salut. preconf.  ";1;22;0,00
"900923311    ";"LINEA F PROVETTA STER UR      ";800;"Prodotti sanitari             ";34;22;0,00
"908598737    ";"LINEA F RACCOGLITORE FECI     ";1100;"Prodotti sanitari             ";29;22;0,00
"901294278    ";"LINEA F RACCOGLITORE URINA    ";1100;"Prodotti sanitari             ";23;22;0,00
"931594826    ";"LINEABLU BAGNO ULTRADEL 1LT   ";17450;"Prodotti igiene del bambino   ";2;22;0,00
"904810532    ";"LINEABLU OLIO NUTR 150ML      ";7200;"Prodotti igiene del bambino   ";1;22;0,00
"939757124    ";"LINES E' ALI 10PZ             ";4400;"Prodotti igiene del corpo     ";1;22;0,00
"939757249    ";"LINES E' ALI LUNGO 10PZ       ";4400;"Prodotti igiene del corpo     ";2;22;0,00
"939755740    ";"LINES E' ALI NOTTE 10PZ       ";4400;"Prodotti igiene del corpo     ";2;22;0,00
"939975316    ";"LINES PERLA EXTRA X 10        ";4600;"Ausili sanitari               ";1;22;0,00
"933710903    ";"LINES PERLA MINI 14+4 PEZZI   ";4600;"Ausili sanitari               ";1;22;0,00
"933710244    ";"LINES PERLA MINI LONG 15PZ    ";4600;"Ausili sanitari               ";1;22;0,00
"903941262    ";"LINES PERLA ULTRAMINI X 22+2  ";4600;"Ausili sanitari               ";1;22;0,00
"925910236    ";"LINES SETA ULTRA ALI 11PZ     ";2490;"Prodotti igiene del corpo     ";4;22;0,00
"931467866    ";"LINES SETA ULTRA LUNGO ALI 9PZ";2400;"Prodotti igiene del corpo     ";1;22;0,00
"931467880    ";"LINES SETA ULTRA NOTTE ALI 8PZ";2400;"Prodotti igiene del corpo     ";2;22;0,00
"935740504    ";"LINFADREN 30CPR               ";25500;"Integratori alimentari";2;10;0,00
"902720729    ";"LINFONORM 30CPS               ";29900;"Integratori alimentari";2;10;0,00
"901817130    ";"LINIDOR PANN MUT SUPER MG 30PZ";20000;"Ausili sanitari               ";3;22;0,00
"901817193    ";"LINIDOR PANN MUTAND SUPER MM30";17800;"Ausili sanitari               ";1;22;0,00
"901015990    ";"LINIDOR PANN RETTANG BAR SSN30";8400;"Ausili sanitari               ";1;22;0,00
"902626050    ";"LINIDOR PANN SAG SUPER MG 30PZ";21500;"Ausili sanitari               ";1;22;0,00
"904259951    ";"LINIDOR TRAV 80X180X30PZ      ";18700;"Ausili sanitari               ";1;22;0,00
"909429161    ";"LINO SEMI 200G                ";3300;"Erboristeria salut. preconf.  ";1;10;0,00
"908648367    ";"LIOMELLIN AGNELLO LIOF 3X10G  ";6220;"Alimenti per la prima infanzia";1;10;0,00
"909006153    ";"LIOMELLIN CONIGLIO LIOF 3X10G ";6220;"Alimenti per la prima infanzia";2;10;0,00
"908649256    ";"LIOMELLIN MANZO LIOF 3X10G    ";6220;"Alimenti per la prima infanzia";1;10;0,00
"908649268    ";"LIOMELLIN POLLO LIOF 3X10G    ";6220;"Alimenti per la prima infanzia";2;10;0,00
"908649217    ";"LIOMELLIN TACCHINO LIOF 3X10G ";6220;"Alimenti per la prima infanzia";2;10;0,00
"908649270    ";"LIOMELLIN VITELLO LIOF 3x10G  ";6220;"Alimenti per la prima infanzia";2;10;0,00
"908775923    ";"LIPASIT LATTE DET P GRAS 150ML";18100;"Prodotti viso/deterg./struc.  ";2;22;0,00
"908775935    ";"LIPASIT MASCHERA P GRAS 50ML  ";21100;"Prodotti viso, trattamento    ";1;22;0,00
"913764522    ";"LIPIKAR BAUME AP FL400ML      ";28010;"Prodotti per il corpo         ";1;22;0,00
"921812032    ";"LIPIKAR HUILE LAVANTE 400ML   ";20500;"Prodotti igiene del corpo     ";1;22;0,00
"923139505    ";"LIPOSCUDIL PLUS 30CPS         ";21000;"Integratori alimentari";2;10;0,00
"938586563    ";"LIQUIPEF 60CPR                ";25000;"Integratori alimentari";1;10;0,00
"907106850    ";"LIQUIRIZIA LEGNETTO RX 1PZ    ";950;"Erboristeria salut. preconf.  ";4;10;0,00
"908972476    ";"LIQUIRIZIA TRONCH SCAT 33G    ";2600;"Erboristeria salut. preconf.  ";1;10;0,00
"903571836    ";"LISTERINE DIFESA DEN/GEN 250ML";3990;"Prodotti igiene dentale       ";2;22;0,00
"904712282    ";"LISTERINE NATURAL WHI PRO250ML";3990;"Prodotti igiene dentale       ";1;22;0,00
"939373559    ";"LISTERINE TOTAL CARE 250ML    ";3990;"Prodotti igiene dentale       ";1;22;0,00
"903939433    ";"LITHOS 100CPR                 ";26500;"Integratori alimentari";1;10;0,00
"933423636    ";"LOGUSFER 20CPR                ";20900;"Integratori alimentari";2;10;0,00
"934194263    ";"LOGUSFLOR 10BUST 3G           ";14900;"Integratori alimentari";1;10;0,00
"933157808    ";"LOGUSGYN CLX DET INTIMO 250ML ";13900;"Prodotti igiene del corpo     ";7;22;0,00
"933157822    ";"LOGUSGYN LAVANDA VAG 5FL 140ML";16900;"Prod.per igiene int.uso inter.";6;22;0,00
"933157834    ";"LOGUSGYN OVULI VAGINALI 10PZ  ";14900;"Prod.per igiene int.uso inter.";5;22;0,00
"933707768    ";"LONGLIFE MELATONIN 1MG 120CPR ";10990;"Integratori alimentari";1;10;0,00
"900825807    ";"LONGLIFE MICRONUTRIENTS 30TAV ";9990;"Integratori alimentari";1;10;0,00
"903069449    ";"LONGLIFE MIRTILLO ROSSO 90CPS ";19990;"Integratori alimentari";1;10;0,00
"908603184    ";"LOTUS GUANTI MON M 100PZ      ";3060;"Prodotti sanitari             ";1;22;0,00
"931482792    ";"LOZIONE TONICA NORMALIZZ 200ML";11900;"Prodotti viso, trattamento    ";2;22;0,00
"931482766    ";"LOZIONE TONICA RINFRESC 200ML ";11900;"Prodotti viso, trattamento    ";2;22;0,00
"931162313    ";"LUBRIGYN COFANETTO            ";12800;"Prodotti igiene del corpo     ";1;22;0,00
"900760240    ";"LUBRIGYN CREMA VAG 20BUST 2ML ";13800;"Ausili sanitari               ";1;22;0,00
"930192531    ";"LUBRIGYN OVULI VAGINALI 10PZ  ";13800;"Ausili sanitari               ";1;22;0,00
"938053903    ";"LUTEIN D3 GOCCE 15ML          ";14800;"Integratori alimentari";1;10;0,00
"930412770    ";"LUTEIN DK GOCCE 15ML          ";15400;"Integratori alimentari";2;10;0,00
"922337896    ";"LUTEIN LATTE 30CPR            ";17500;"Integratori alimentari";2;10;0,00
"939492498    ";"LUTEIN MAMMA 30CPR            ";16500;"Integratori alimentari";2;10;0,00
"905619452    ";"LUTEIN OFTA GOCCE 15ML        ";14500;"Integratori alimentari";3;10;0,00
"904932163    ";"LUTEIN OMEGA3 30CPS           ";17500;"Integratori alimentari";3;10;0,00
"934097686    ";"LZ1 STICK LABBRA CALENDOLA 5ML";3900;"Prodotti viso, trucco         ";18;22;0,00
"934098334    ";"LZ2 STICK LABBRA ALOE 5ML     ";3900;"Prodotti viso, trucco         ";5;22;0,00
"934099817    ";"LZ3 STICK LABBRA PROPOLI 5ML  ";3900;"Prodotti viso, trucco         ";13;22;0,00
"934100090    ";"LZ4 STICK LABBRA BURRO CAC 5ML";3900;"Prodotti viso, trucco         ";3;22;0,00
"931461988    ";"MAALOXINA COMPRESSE 40CPR MAST";6700;"Integratori alimentari";1;10;0,00
"902206073    ";"MACULAR ACTIVE 20CPR          ";22000;"Integratori alimentari";1;10;0,00
"938796733    ";"MACULAR B FORTE 20CPR         ";22000;"Integratori alimentari";1;10;0,00
"907215848    ";"MAGNESIO CLORURO 1KG          ";12000;"Sostanze materie prime uso lab";1;22;0,00
"902593870    ";"MAGNESIO CLORURO 250G         ";9500;"Sostanze materie prime uso lab";1;22;0,00
"908670058    ";"MAGNESIO SOLFATO 30G          ";900;"Sostanze materie prime uso lab";1;22;0,00
"907389136    ";"MAGNESIO SUPREMO 32BUST       ";15700;"Integratori alimentari";2;10;0,00
"905972081    ";"MAGNESIO SUPREMO POLVERE 300G ";24800;"Integratori alimentari";1;10;0,00
"931035137    ";"MAJOREN PROENERG CORROB 14BUST";15000;"Integratori alimentari";2;10;0,00
"906935162    ";"MALVA TIS 20BUST 1,4G         ";7000;"Erboristeria salut. preconf.  ";1;22;0,00
"905575763    ";"MAM 0-2 2SUCC START NANO SILIK";10950;"Strumenti sanitari            ";3;22;0,00
"931192506    ";"MAM 2-6 2 SUCC NIGHT SILIKONSE";10950;"Ausili sanitari               ";5;22;0,00
"905575799    ";"MAM 2-6 2 SUCC ORIGINAL SILIKO";10950;"Strumenti sanitari            ";5;22;0,00
"924056652    ";"MAM 2/6 2SUCCH AIR SILIKONSETA";11950;"Parafarmaci";5;22;0,00
"905576005    ";"MAM 6+ 2SUCC AIR SILIKON SETA ";11950;"Strumenti sanitari            ";6;22;0,00
"931193407    ";"MAM 6+ 2SUCC NIGHT SILIKON SET";10950;"Ausili sanitari               ";5;22;0,00
"931194005    ";"MAM BABY BOTTLE 330MLTETT MIS3";8950;"Ausili sanitari               ";4;22;0,00
"923298501    ";"MAM BITE&RELAX FASE 1         ";8950;"Parafarmaci";3;22;0,00
"930355146    ";"MAM COOLER DENTARUOLO 4+      ";8950;"Ausili sanitari               ";5;22;0,00
"924213147    ";"MAM FEEDING SPOONS&COVER 2CUCC";7950;"Parafarmaci";4;22;0,00
"903774887    ";"MAM FIRST BOTTLE 160ML TETT 1 ";10950;"Ausili sanitari               ";4;22;0,00
"903774863    ";"MAM FIRST BOTTLE 260ML TETT 1 ";11950;"Ausili sanitari               ";3;22;0,00
"930355122    ";"MAM MINI COOLER&CLIP DENTAR 2+";8950;"Ausili sanitari               ";3;22;0,00
"905575674    ";"MAM PARACAPEZZOLI MIS 1 SILIKO";11950;"Prodotti sanitari             ";3;22;0,00
"930549579    ";"MAM PERFECT SILIKONSETA 0/6 1P";9950;"Parafarmaci";2;22;0,00
"922850413    ";"MAM PERFECT SILIKONSETA 16+1PZ";9950;"Strumenti sanitari            ";4;22;0,00
"930549593    ";"MAM PERFECT SILIKONSETA 6+ 1PZ";9950;"Parafarmaci";6;22;0,00
"931391078    ";"MAM TEAT 2PZ TETT 3 ANTIGOCCIA";8950;"Ausili sanitari               ";4;22;0,00
"903774735    ";"MAM TEAT 2PZ TETT MISURA 2    ";7950;"Ausili sanitari               ";6;22;0,00
